sentence1,relation,relationscore,structure,structurescore
A little girl is hitting a baseball off a tee,"Off a tee, a little girl is hitting a baseball",3,"Hitting a baseball off a tee, a little girl is.",5
People are grouping at a stand at the fair,"At the fair, a stand is grouping people",3,A stand at the fair is being grouped by people.,4
A group of people is gathering at a stand at the fair,A stand at the fair is gathering a group of people,3,"At a stand in the fair, a group of people is gathering.",5
Rollerbladers are rolling in formation down a hill,"Down a hill, rollerbladers are rolling in formation",5,"Down a hill, rollerbladers are rolling in formation.",5
Rollerbladers are running in formation down a hill,"Down a hill, rollerbladers are running in formation",2,"Down a hill, rollerbladers are moving in formation.",4
A woman is marching with a pair of dogs,"With a pair of dogs, a woman is marching",4,Marching with a pair of dogs is a woman.,5
A woman is walking with a pair of dogs,"With a pair of dogs, a woman is walking",4,Walking with a pair of dogs is a woman.,4
A woman is standing with a pair of dogs,"With a pair of dogs, a woman is standing",3,Standing with a pair of dogs is a woman.,5
A skateboarder is making a jump off a ramp,"Off a ramp, a skateboarder is making a jump",5,"Off a ramp, a skateboarder is making a jump.",5
A man dressed in black is wearing inline skates and performing acrobatics on a rail,"On a rail, a man dressed in black is wearing inline skates and performing acrobatics",4,Performing acrobatics on a rail is a man dressed in black wearing inline skates.,5
A man with a shirt is posing with the arms spread next to a woman,A woman with a shirt is posing with the arms spread next to a man,2,The arms spread man with a shirt is being posed next to by a woman.,3
A man without a shirt is posing with the arms spread next to a woman,A woman without a shirt is posing with the arms spread beside a man,2,The arms spread man without a shirt is being posed next to by a woman.,2
Two white puppies are playing near a pool,"Near a pool, two puppies as white play",1,"Near a pool, two white puppies are playing.",5
Two white dogs are running together,Running together are two white dogs,2,"Together, two white dogs are running.",5
A group of people are not standing around a sound mixing table,Nobody is standing around a sound mixing table,1,"Around a sound mixing table, a group of people are standing.",5
A group of people are standing around a sound mixing table,"Around a sound mixing table, people are standing in groups",2,"Not standing around a sound mixing table, a group of people are.",5
A young couple is sleeping in bed,"In a bed, a young couple is sleeping",3,"In bed, a young couple is sleeping.",5
A young couple is lying on a bed together,"On a bed, a young couple is lying together",3,"Together on a bed, a young couple is lying.",5
Three men are walking across a rope and wood bridge over a river,"Across a river, three men are walking on a rope and wood bridge",1,"Across a rope and wood bridge over a river, three men are walking.",4
Three people are walking across a rope and wood bridge over a river,"Walking across a river, three human figures are using a potentially unexpected makeshift bridge that consists of rods and ropes",0,"Across a river, three people are walking on a rope and wood bridge.",3
People are sitting around a bonfire at night,People are sitting around a bonfire at night,5,"Around a bonfire at night, people are sitting.",3
A white dog is standing in a lake,A white dog is standing in a lake,5,"In a lake, a white dog is standing.",5
Two dogs are running through the park,Two dogs are running through the park,4,"Through the park, two dogs are running.",5
Two dogs are running through the beach,Two dogs are running through the beach,3,"Through the beach, two dogs are running.",5
Two dogs are running quickly through the park,"Quickly through the park, two dogs are running",3,"Quickly through the park, two dogs are running.",5
Two dogs are walking slowly through a park,"Walking slowly through a park, two dogs are",3,"Slowly through a park, two dogs are walking.",5
A boy is speeding down a steep slide,A steep slide is being sped down by a boy,4,"Down a steep slide, a boy is speeding.",5
A girl is speeding down a steep slide,A steep slide is being sped down by a girl,4,"Down a steep slide, a girl is speeding.",5
A man with a white moustache is sitting on a balcony and is looking at the road below,"Sitting on a balcony, a man with a white moustache is looking at the road below",4,"On a balcony, a man with a white moustache is sitting and looking at the road below.",5
A woman is leaning on the ledge of a balcony,"On the ledge of a balcony, a woman is leaning",4,Leaning on the ledge of a balcony is a woman.,5
A brown and white dog with a brown and black bandanna is quickly running ,"Quickly running, a brown and white dog with a brown and black bandanna is",4,Quickly running is a brown and white dog with a brown and black bandanna.,5
A small white dog is running across a lawn,"Across a lawn, a small white dog is running",4,"Across a lawn, a small white dog is running.",5
A brown and white dog with a brown and black bandanna is running very fast,"Very fast, a brown and white dog with a brown and black bandanna is running",4,Running very fast is a brown and white dog with a brown and black bandanna.,5
A black dog on a leash is walking in the water,"In the water, a black dog on a leash is walking",4,Walking in the water is a black dog on a leash.,5
A white dog on a leash is walking in the water,"In the water, a white dog on a leash is walking",4,Walking in the water is a white dog on a leash.,5
A red sled is being held by a little girl in a green coat and a boy walking in the snow,"Held by a little girl in a green coat and a boy walking in the snow, a red sled is being",4,A little girl in a green coat is holding a red sled while a boy walks in the snow.,5
A little girl in a green coat and a boy holding a red sled are walking in the snow,"Walking in the snow, a little girl in a green coat and a boy holding a red sled are",4,Walking in the snow are a little girl in a green coat and a boy holding a red sled.,5
A boy is sitting on the ground,"On the ground, a boy is sitting",4,On the ground is sitting a boy.,5
A boy is sitting in a seat,"In a seat, a boy is sitting",4,In a seat is sitting a boy.,5
A dog is catching a black frisbee,A black frisbee is catching a dog,0,Catching a black frisbee is a dog.,1
A large wet yellow dog is retrieving a toy,A toy is retrieving a large wet yellow dog,0,Retrieving a toy is a large wet yellow dog.,1
A man is walking in a city street,A city street is walking in a man,1,"In a city street, a man is strolling.",3
A woman is walking in a city street,A city street is walking in a woman,1,"In a city street, a woman is strolling.",3
